;Unnamed: 0;Unnamed: 0.1;cod_orgao_sup;nm_orgao_sup;cod_orgao;nm_orgao;cod_unidade;nm_unidade;modalidade_compra;id_item_compra;dia;ano;mes;cod_classe_material;nm_classe_material;grupo_material;grupo_servico;cod_material_serv;desc_material_serv;padrao_desc_material;cnpj_fornecedor;nm_fornecedor;unidade_fornecimento;valor_unitario;qtde_ofertada;ind_pandemia
205;314;89725;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120633;GRUPAMENTO DE APOIO DE SÃO PAULO;Dispensa de Licitação;1206330600044202000010;08 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;3,37007E+13;ZI COMERCIO E DISTRIBUIDORA DE COSMETICOS LTDA.;FRASCO 500,00 ML;14,5;2000;1
204;313;89724;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120633;GRUPAMENTO DE APOIO DE SÃO PAULO;Dispensa de Licitação;1206330600044202000009;08 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;3,37007E+13;ZI COMERCIO E DISTRIBUIDORA DE COSMETICOS LTDA.;FRASCO 500,00 ML;14,5;1000;1
59;99;111483;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160093;38  BATALHAO DE INFANTARIA/MEX/ES;Dispensa de Licitação;1600930600015202000002;24 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,06136E+13;COMERCIAL DESTAQUE EIRELI;FRASCO 500,00 ML;14,5;300;1
206;315;89779;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120633;GRUPAMENTO DE APOIO DE SÃO PAULO;Dispensa de Licitação;1206330600073202000001;22 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;3,37007E+13;ZI COMERCIO E DISTRIBUIDORA DE COSMETICOS LTDA.;FRASCO 500,00 ML;14,5;8487;1
203;312;89723;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120633;GRUPAMENTO DE APOIO DE SÃO PAULO;Dispensa de Licitação;1206330600044202000008;08 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;3,37007E+13;ZI COMERCIO E DISTRIBUIDORA DE COSMETICOS LTDA.;FRASCO 500,00 ML;14,5;600;1
200;308;89719;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120633;GRUPAMENTO DE APOIO DE SÃO PAULO;Dispensa de Licitação;1206330600044202000004;08 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;3,37007E+13;ZI COMERCIO E DISTRIBUIDORA DE COSMETICOS LTDA.;FRASCO 500,00 ML;14,5;352;1
201;309;89720;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120633;GRUPAMENTO DE APOIO DE SÃO PAULO;Dispensa de Licitação;1206330600044202000005;08 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;3,37007E+13;ZI COMERCIO E DISTRIBUIDORA DE COSMETICOS LTDA.;FRASCO 500,00 ML;14,5;200;1
199;306;89717;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120633;GRUPAMENTO DE APOIO DE SÃO PAULO;Dispensa de Licitação;1206330600044202000002;08 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;3,37007E+13;ZI COMERCIO E DISTRIBUIDORA DE COSMETICOS LTDA.;FRASCO 500,00 ML;14,5;2500;1
198;305;89716;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120633;GRUPAMENTO DE APOIO DE SÃO PAULO;Dispensa de Licitação;1206330600044202000001;08 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;3,37007E+13;ZI COMERCIO E DISTRIBUIDORA DE COSMETICOS LTDA.;FRASCO 500,00 ML;14,5;900;1
202;310;89721;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120633;GRUPAMENTO DE APOIO DE SÃO PAULO;Dispensa de Licitação;1206330600044202000006;08 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;3,37007E+13;ZI COMERCIO E DISTRIBUIDORA DE COSMETICOS LTDA.;FRASCO 500,00 ML;14,5;800;1
162;254;65374;33000;MINISTERIO DA PREVIDENCIA SOCIAL;37202;INSTITUTO NACIONAL DO SEGURO SOCIAL;510677;GERÊNCIA REGIONAL EM RECIFE;Dispensa de Licitação;5106770600001202000001;09 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;4,19877E+13;CODISAUTO PECAS AUTOMOTIVAS LTDA;FRASCO 500,00 ML;14,8;10000;1
173;265;69021;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;257041;DISTRITO SANIT.ESP.INDÍGENA - XINGU;Dispensa de Licitação;2570410600010202000001;21 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,08307E+13;R. C. EQUIPAMENTOS HOSPITALARES LTDA;FRASCO 500,00 ML;14,8;400;1
242;371;139013;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160233;5ª BRIGADA DE CAVALARIA BLINDADA;Dispensa de Licitação;1602330600030202000001;23 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;3,6528E+13;ROGERIA DE SOUZA NASCIMENTO;FRASCO 500,00 ML;15;200;1
263;406;160264;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160402;6 BATALHAO DE ENGENHARIA DE COMBATE;Dispensa de Licitação;1604020600008202000001;29 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,26302E+13;D BERLATO & CIA LTDA;FRASCO 500,00 ML;15;400;1
259;399;149273;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160341;17 GRUPO DE ARTILHARIA DE CAMPANHA;Dispensa de Licitação;1603410600020202000001;17 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,35338E+13;R T COSTA FELICIANO;FRASCO 500,00 ML;15;200;1
48;86;82782;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120006;MAER-GAPBR-GRUPAMENTO DE APOIO DE BRASILIA/DF;Dispensa de Licitação;1200060600012202000001;17 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,25303E+13;VITTAMED DISTRIBUICAO DE MEDICAMENTOS E PRODUTOS PARA A SAUDE EIRELI;FRASCO 500,00 ML;15;1000;1
39;64;64819;30000;MINISTERIO DA JUSTICA;30802;DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL/MJ;200128;SUPERINTENDENCIA REG. POL. RODV. FEDERAL-MS;Dispensa de Licitação;2001280600015202000001;31 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;9,03555E+12;MARCOS E BERTA LTDA;FRASCO 500,00 ML;15,04;1000;1
23;42;44038;26000;MINISTERIO DA EDUCACAO;26426;INST.FED.DE EDUC.,CIENC.E TEC.DO AMAPá;155592;IFAP - CAMPUS SANTANA/MACAPá-AP;Dispensa de Licitação;1555920600001202000001;24 Mar 2020;2020;Mar 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;3,39956E+13;DIEGO MARADONA LOURENCO DE OLIVEIRA 00723200106;FRASCO 500,00 ML;15,1983;600;1
126;201;24844;26000;MINISTERIO DA EDUCACAO;26263;UNIVERSIDADE FEDERAL DE LAVRAS;153032;UNIVERSIDADE FEDERAL DE LAVRAS/MEC/MG;Pregão;1530320500017202000002;01 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,20778E+13;JOSE DANTAS DINIZ FILHO;FRASCO 500,00 ML;15,25;3000;1
17;34;28268;26000;MINISTERIO DA EDUCACAO;26258;UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA;153029;UTFPR - CAMPUS MEDIANEIRA;Dispensa de Licitação;1530290600004202000001;17 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,68893E+13;S.M GUIMARAES EIRELI;FRASCO 500,00 ML;15,3;1000;1
262;405;159699;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160400;POLICLINICA MILITAR DE PORTO ALEGRE/RS;Dispensa de Licitação;1604000600047202000001;13 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;3,35129E+13;CLAREAR INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA EIRELI;FRASCO 500,00 ML;15,6;3000;1
226;344;121024;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160129;ESCOLA DE SARGENTOS DAS ARMAS;Dispensa de Licitação;1601290600027202000002;16 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,07025E+13;CARLOS GABRIEL DOS REIS;FRASCO 500,00 ML;15,9;762;1
16;33;22813;26000;MINISTERIO DA EDUCACAO;26245;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;153149;MEC-INSTITUTO DE PSIQUIATRIA DA UF/RJ;Dispensa de Licitação;1531490600022202000007;20 Mar 2020;2020;Mar 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,04733E+13;A C P DA SILVA QUINOY COMERCIO E  SERVICOS;FRASCO 500,00 ML;15,9;240;1
227;345;121026;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160129;ESCOLA DE SARGENTOS DAS ARMAS;Dispensa de Licitação;1601290600028202000001;16 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,07025E+13;CARLOS GABRIEL DOS REIS;FRASCO 500,00 ML;15,9;673;1
61;101;115449;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160118;COMANDO DA 4 REGIAO MILITAR/DIV EX;Dispensa de Licitação;1601180600315202000001;24 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,83256E+13;RICCOLAB PRODUTOS PARA LABORATORIOS LTDA;FRASCO 500,00 ML;16;500;1
52;90;94857;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120633;GRUPAMENTO DE APOIO DE SÃO PAULO;Dispensa de Licitação;1206330600035202000001;31 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;3,57672E+12;COMERCIAL LUX CLEAN LTDA;FRASCO 500,00 ML;16;210;1
51;89;94846;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120633;GRUPAMENTO DE APOIO DE SÃO PAULO;Dispensa de Licitação;1206330600028202000001;24 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;3,57672E+12;COMERCIAL LUX CLEAN LTDA;FRASCO 500,00 ML;16;530;1
140;222;47801;26000;MINISTERIO DA EDUCACAO;26443;EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES;155020;COMPLEXO HOSPITALAR DO CEARÁ;Dispensa de Licitação;1550200600037202000002;23 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;8,10695E+13;KALYDA COMERCIO DE PRODUTOS DE HIGIENE LTDA;FRASCO 500,00 ML;16,14;11196;1
209;318;96056;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120645;GRUPAMENTO DE APOIO DO GALEÃO;Dispensa de Licitação;1206450600007202000001;05 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;3,04327E+13;ROSANA BARBOSA FERREIRA 80824463749;FRASCO 500,00 ML;16,4083;600;1
107;172;9424;24000;MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO;20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;113205;SAE-CNEN/CENTRO DESENV.TECNOLOGIA NUCLEAR/MG;Dispensa de Licitação;1132050600074202000003;15 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,31115E+13;CRS DISTRIBUIDORA DE PRODUTOS DE LIMPEZA LTDA;FRASCO 500,00 ML;16,49;200;1
50;88;93956;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120632;GRUPAMENTO DE APOIO DE RECIFE;Dispensa de Licitação;1206320600005202000001;24 Mar 2020;2020;Mar 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,90696E+13;DENTAL MED PRIME COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA;FRASCO 500,00 ML;16,66;900;1
258;398;149258;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160341;17 GRUPO DE ARTILHARIA DE CAMPANHA;Dispensa de Licitação;1603410600014202000001;07 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;9,03555E+12;MARCOS E BERTA LTDA;FRASCO 500,00 ML;16,8293;800;1
176;268;69767;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;257047;DISTRITO SANIT.ESP.INDÍGENA - PERNAMBUCO;Dispensa de Licitação;2570470600005202000001;14 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,28066E+13;GRADAR PRODUTOS FARMACEUTICOS LTDA;FRASCO 500,00 ML;16,95;2000;1
219;336;109162;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160070;DEPARTAMENTO GERAL DE PESSOAL-MEX/DF;Dispensa de Licitação;1600700600008202000001;07 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,25303E+13;VITTAMED DISTRIBUICAO DE MEDICAMENTOS E PRODUTOS PARA A SAUDE EIRELI;FRASCO 500,00 ML;17;1000;1
174;266;69263;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;257043;DISTRITO SANIT.ESP.INDÍGENA GUAMA TOCANTINS;Dispensa de Licitação;2570430600009202000002;14 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,51844E+12;DROGARIA XAVIER LTDA;FRASCO 500,00 ML;17;1000;1
261;404;158685;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160391;CENTRO DE PREPARACAO OFICIAIS RESERVA/PA/RS;Dispensa de Licitação;1603910600005202000001;22 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;3,00453E+13;RAFAEL RISKE;FRASCO 500,00 ML;17,08;204;1
149;236;62797;30000;MINISTERIO DA JUSTICA;30802;DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL/MJ;200120;SUPERINTENDENCIA REG. POL. RODV. FEDERAL-MT;Dispensa de Licitação;2001200600008202000001;14 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,16289E+13;LIBERTY DISTRIBUIDORA DE FERRAMENTAS E EPI LTDA;FRASCO 500,00 ML;17,9;1000;1
218;335;108983;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160067;DEPARTAMENTO DE ENGENHARIA E CONSTRUÇÃO;Dispensa de Licitação;1600670600013202000001;01 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,25303E+13;VITTAMED DISTRIBUICAO DE MEDICAMENTOS E PRODUTOS PARA A SAUDE EIRELI;FRASCO 500,00 ML;18;600;1
217;334;108982;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160067;DEPARTAMENTO DE ENGENHARIA E CONSTRUÇÃO;Dispensa de Licitação;1600670600012202000001;01 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,25303E+13;VITTAMED DISTRIBUICAO DE MEDICAMENTOS E PRODUTOS PARA A SAUDE EIRELI;FRASCO 500,00 ML;18;600;1
171;263;68894;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;257039;DISTRITO SANIT.ESP.INDÍGENA - CUIABA;Dispensa de Licitação;2570390600010202000001;24 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;8,13962E+12;NORGE PHARMA COMERCIO DE MEDICAMENTOS E MATERIAIS E SOLUCOES EM SAUDE LTDA;FRASCO 500,00 ML;18,5;6000;1
