"";"cod_orgao_sup";"nm_orgao_sup";"cod_orgao";"nm_orgao";"cod_unidade";"nm_unidade";"modalidade_compra";"id_item_compra";"dia";"ano";"mes";"cod_classe_material";"nm_classe_material";"grupo_material";"grupo_servico";"cod_material_serv";"desc_material_serv";"padrao_desc_material";"cnpj_fornecedor";"nm_fornecedor";"unidade_fornecimento";"valor_unitario";"qtde_ofertada";"ind_pandemia"
"216";52000;"MINISTERIO DEFESA";52131;"COMANDO DA MARINHA";786810;"CENTRO DE INTENDENCIA DA MARINHA EM LADARIO";"Pregão";7,8681005000202e+21;"07 Dez 2018";2018;"Dez 2018";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";244282;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL SANITIZANTE, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65%, ODOR:LAVANDA";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";1,09189e+13;"UNIVERSAL PRODUTOS HOSPITALARES LTDA";"FRASCO 500,00 ML";4,29;2500;0
"217";99900;"REPUBLICA FEDERATIVA DO BRASIL";96320;"ESTADO DO RIO GRANDE DO SUL";988815;"PREF.MUNICIPAL DO RIO GRANDE/RS";"Pregão";9,8881505000302e+21;"09 Ago 2018";2018;"Ago 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";8,87749e+13;"SUPERMERCADO LINASSI EIRELI";"FRASCO 500,00 ML";4,3;500;0
"218";26000;"MINISTERIO DA EDUCACAO";26406;"INST.FED.DE EDUC.,CIENC.E TEC. DO ESP.SANTO";158424;"IFES - CAMPUS ITAPINA";"Pregão";1,5842405000142e+21;"06 Dez 2019";2019;"Dez 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";3,29527e+13;"BERIZA COMERCIO DE LIMPEZA LTDA";"FRASCO 500,00 ML";4,3;360;0
"219";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160132;"MEX-9. BATALHAO DE ENGENHARIA DE COMBATE/MS";"Pregão";1,6013205000112e+21;"21 Nov 2019";2019;"Nov 2019";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";244273;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL SANITIZANTE, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65%, ODOR:EUCALIPTO";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";1,87296e+13;"POTENCIAL COMERCIO E SERVICOS - EIRELI";"FRASCO 500,00 ML";4,3;2500;0
"220";99900;"REPUBLICA FEDERATIVA DO BRASIL";93420;"ESTADO DO PARA";980425;"PREFEITURA MUNICIPAL DE BARCARENA";"Pregão";9,8042505000782e+21;"28 Nov 2018";2018;"Nov 2018";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";1,10053e+13;"LIMP  EXPRESS COMERCIO DE MATERIAL DE LIMPEZA EIRELI";"FRASCO 500,00 ML";4,32;1340;0
"221";99900;"REPUBLICA FEDERATIVA DO BRASIL";95420;"ESTADO DE SAO PAULO";925218;"PMSP - COORDENAÇÃO DE VIGILÂNCIA EM SAÚDE";"Pregão";9,2521805001142e+21;"10 Dez 2019";2019;"Dez 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,14509e+13;"ALTA SERRANA COMERCIAL EIRELI";"FRASCO 500,00 ML";4,33;3000;0
"222";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160145;"17. BATALHAO DE FRONTEIRA-MEX";"Pregão";1,6014505000062e+21;"13 Mar 2018";2018;"Mar 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";380018;" ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL";"ALCOOL ETILICO";1,07474e+13;"EMEDCAL COMERCIO DE PRODUTOS HOSPITALARES LTDA";"FRASCO 500,00 ML";4,34;5700;0
"223";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160402;"6 BATALHAO DE ENGENHARIA DE COMBATE";"Pregão";1,6040205000112e+21;"18 Jun 2019";2019;"Jun 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";4,83518e+12;"AMANDA COMERCIO DE PAPEIS E EMBALAGENS EIRELI";"FRASCO 500,00 ML";4,35;1210;0
"224";26000;"MINISTERIO DA EDUCACAO";26234;"UNIVERSIDADE FEDERAL DO ESPIRITO SANTO";153048;"RESTAURANTE CENTRAL DA UFES";"Pregão";1,5304805000072e+21;"07 Jun 2018";2018;"Jun 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,56313e+13;"LUTAR DISTRIBUIDORA DE PRODUTOS DE LIMPEZA EIRELI";"FRASCO 500,00 ML";4,35;400;0
"225";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160150;"MEX-4 COMPANHIA ENGENHARIA CMB MEC/MS";"Pregão";1,6015005000142e+21;"31 Out 2018";2018;"Out 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,40504e+13;"ECOVIL PRODUTOS DE LIMPEZA LTDA";"FRASCO 500,00 ML";4,37;1000;0
"226";14000;"JUSTICA ELEITORAL";14000;"JUSTICA ELEITORAL";70024;"TRIBUNAL REGIONAL ELEITORAL DE RONDONIA";"Pregão";7,00240500003202e+20;"04 Jul 2019";2019;"Jul 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,93312e+13;"M. R. DIAS PAIAO LTDA";"FRASCO 500,00 ML";4,39;7300;0
"227";26000;"MINISTERIO DA EDUCACAO";26264;"UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO/RN";153033;"UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO";"Pregão";1,5303305000332e+21;"02 Out 2019";2019;"Out 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";4,07649e+13;"PROLIMP PRODUTOS E SERVIÇOS EIRELI";"FRASCO 500,00 ML";4,39;3850;0
"228";14000;"JUSTICA ELEITORAL";14000;"JUSTICA ELEITORAL";70023;"TRIBUNAL REGIONAL ELEITORAL DE GOIAS";"Pregão";7,00230500001202e+20;"06 Mar 2018";2018;"Mar 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,85992e+13;"INFINITI COMERCIO E SERVICOS EIRELI";"FRASCO 500,00 ML";4,4;10000;0
"229";11111;"TRIBUNAL DE JUSTIçA DO ESTADO DE MATO GROSSO";11111;"TRIBUNAL DE JUSTIçA DO ESTADO DE MATO GROSSO";925007;"TRIBUNAL DE JUSTICA DO ESTADO DE MATO GROSSO";"Pregão";9,2500705000232e+21;"05 Nov 2018";2018;"Nov 2018";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";1,56313e+13;"LUTAR DISTRIBUIDORA DE PRODUTOS DE LIMPEZA EIRELI";"FRASCO 500,00 ML";4,4;3000;0
"230";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160432;"16 GRUPO DE ARTILHARIA DE CAMPANHA/RS";"Pregão";1,6043205000242e+21;"16 Abr 2018";2018;"Abr 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";380018;" ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL";"ALCOOL ETILICO";1,56313e+13;"LUTAR DISTRIBUIDORA DE PRODUTOS DE LIMPEZA EIRELI";"FRASCO 500,00 ML";4,4;1000;0
"231";52000;"MINISTERIO DEFESA";52111;"COMANDO DA AERONAUTICA";120628;"GRUPAMENTO DE APOIO DE BELÉM";"Pregão";1,2062805001112e+21;"29 Jan 2019";2019;"Jan 2019";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";386905;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, CONCENTRACAO:65% INPM";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";1,10053e+13;"LIMP  EXPRESS COMERCIO DE MATERIAL DE LIMPEZA EIRELI";"FRASCO 500,00 ML";4,4;1416;0
"232";25000;"MINISTERIO DA ECONOMIA";25000;"MINISTERIO DA ECONOMIA";170321;"MF-DELEGACIA DA RECEITA FEDERAL EM PIRACICABA";"Dispensa de Licitação";1,7032106000262e+21;"01 Nov 2018";2018;"Nov 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,67854e+13;"DALIUMA COMERCIO DE PECAS AUTOMOTIVAS  LTDA";"FRASCO 500,00 ML";4,4;200;0
"233";36000;"MINISTERIO DA SAUDE";36000;"MINISTERIO DA SAUDE";250110;"COORDENAÇÃO GERAL DE MATERIAL E PATRIMÔNIO";"Pregão";2,5011005000182e+21;"23 Abr 2019";2019;"Abr 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,94087e+13;"N3 DISTRIBUICAO DE SUPRIMENTOS LTDA";"FRASCO 500,00 ML";4,42;2700;0
"234";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160372;"COMANDO DE ARTILHARIA DIVISIONARIA/3/RS";"Pregão";1,6037205000062e+21;"17 Set 2018";2018;"Set 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";380018;" ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL";"ALCOOL ETILICO";1,77576e+13;"CARLOS ALBERTO DE PAULA COELHO";"FRASCO 500,00 ML";4,42;2300;0
"235";14000;"JUSTICA ELEITORAL";14000;"JUSTICA ELEITORAL";70008;"TRIBUNAL REGIONAL ELEITORAL DO RIO G.DO NORTE";"Pregão";7,00080500038202e+20;"29 Out 2018";2018;"Out 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,88634e+13;"J. H. DA SILVA EQUIPAMENTOS";"FRASCO 500,00 ML";4,43;1900;0
"236";26000;"MINISTERIO DA EDUCACAO";26413;"INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO";158309;"INST.FED.TRIANGULO MINEIRO/CAMPUS PARACATU";"Pregão";1,5830905000042e+21;"07 Nov 2019";2019;"Nov 2019";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";1,54079e+13;"ALEXANDRE H M CHAMONE COMERCIO";"FRASCO 500,00 ML";4,44;228;0
"237";39000;"MINISTERIO DOS TRANSPORTES";39252;"DEPTO. NAC. DE INFRA-ESTRUTURA DE TRANSPORTES";393021;"SUP. REG. DO DNIT NO EST. DO RIO G. DO NORTE";"Dispensa de Licitação";3,9302106000242e+21;"26 Jul 2018";2018;"Jul 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";8,15866e+12;"INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA CAMPINENSE LTDA";"FRASCO 500,00 ML";4,44;200;0
"238";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160450;"14 REGIMENTO DE CAVALARIA MECANIZADA";"Pregão";1,6045005000162e+21;"21 Set 2018";2018;"Set 2018";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";2,38664e+13;"HOSPBOX DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA";"FRASCO 500,00 ML";4,45;1500;0
"239";52000;"MINISTERIO DEFESA";52111;"COMANDO DA AERONAUTICA";120644;"GRUPAMENTO DE APOIO DE CURITIBA";"Pregão";1,2064405000382e+21;"25 Out 2019";2019;"Out 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,98294e+13;"LIGTH DISTRIBUIDORA EIRELI";"FRASCO 500,00 ML";4,45;728;0
"240";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160165;"8. DEPOSITO DE SUPRIMENTO";"Pregão";1,6016505000142e+21;"04 Jul 2018";2018;"Jul 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";380018;" ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL";"ALCOOL ETILICO";1,70667e+12;"MEDPLUS COMERCIO DE ARTIGOS MEDICOS LTDA";"FRASCO 500,00 ML";4,47;1020;0
"241";26000;"MINISTERIO DA EDUCACAO";26416;"INST.FED.DE EDUC.,CIENC.E TEC.DO PARA";158308;"INST.FED.PARÁ/CAMPUS CASTANHAL";"Pregão";1,5830805000022e+21;"22 Mar 2018";2018;"Mar 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,1403e+13;"T C MIRANDA COMERCIO VAREJISTA";"FRASCO 500,00 ML";4,47;370;0
"242";99900;"REPUBLICA FEDERATIVA DO BRASIL";95220;"ESTADO DO ESPIRITO SANTO";926622;"DEFENSORIA PUBLICA DO ESTADO DO ESP.SANTO ES";"Pregão";9,2662205000292e+21;"21 Set 2018";2018;"Set 2018";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";1,07244e+13;"J.C.P. DA SILVA - COMERCIAL DESKART";"FRASCO 500,00 ML";4,48;3400;0
"243";99900;"REPUBLICA FEDERATIVA DO BRASIL";93420;"ESTADO DO PARA";925872;"SEC DE EST ASSIS SOCIAL, TRAB EMPREGO E RENDA";"Pregão";9,2587205000122e+21;"12 Nov 2018";2018;"Nov 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,55271e+12;"IRMAOS ANJOS LTDA";"FRASCO 500,00 ML";4,48;1624;0
"244";26000;"MINISTERIO DA EDUCACAO";26234;"UNIVERSIDADE FEDERAL DO ESPIRITO SANTO";153046;"UNIVERSIDADE FEDERAL DO ESPIRITO SANTO/ES";"Pregão";1,5304605000362e+21;"25 Out 2019";2019;"Out 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,26527e+13;"J C N COMERCIO E EMPREENDIMENTOS EIRELI";"FRASCO 500,00 ML";4,49;500;0
"245";25000;"MINISTERIO DA ECONOMIA";25000;"MINISTERIO DA ECONOMIA";170209;"DELEGACIA DA REC.FEDERAL EM MANAUS/AM";"Dispensa de Licitação";1,7020906000932e+21;"03 Dez 2018";2018;"Dez 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";8,45093e+13;"MAXPEL COMERCIAL LTDA";"FRASCO 500,00 ML";4,5;200;0
"246";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160095;"58 BATALHAO DE INFANTARIA MOTORIZADO-MEX/GO";"Pregão";1,6009505000052e+21;"29 Nov 2018";2018;"Nov 2018";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";395734;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL SANITIZANTE, APLICACAO:LIMPEZA, CARACTERISTICAS ADICIONAIS:NEUTRO, CONCENTRACAO:73%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";7,43544e+12;"CRISTAL COMERCIO E REPRESENTACOES LTDA";"FRASCO 500,00 ML";4,5;250;0
"247";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160366;"13 GRUPO DE ATILHARIA DE CAMPANHA/RS";"Pregão";1,6036605000052e+21;"26 Jun 2019";2019;"Jun 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";4,83518e+12;"AMANDA COMERCIO DE PAPEIS E EMBALAGENS EIRELI";"FRASCO 500,00 ML";4,5;1000;0
"248";25000;"MINISTERIO DA ECONOMIA";25000;"MINISTERIO DA ECONOMIA";170114;"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - RJ";"Pregão";1,7011405000112e+21;"18 Dez 2018";2018;"Dez 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,51084e+13;"CAPRICHO'S COMERCIO E SERVICOS EIRELI";"FRASCO 500,00 ML";4,5;500;0
"249";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160296;"COMANDO BRIGADA INFANTARIA PARAQUEDISTA/RJ";"Pregão";1,6029605000232e+21;"31 Jan 2019";2019;"Jan 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,71055e+13;"MEDICENTRO COMERCIO DE MEDICAMENTOS - EIRELI";"FRASCO 500,00 ML";4,5;1500;0
"250";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160100;"COM.DA 3A BDA DE INFANTARIA MOTORIZADA_MEX/GO";"Pregão";1,6010005000022e+21;"20 Fev 2019";2019;"Fev 2019";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";311410;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65deg INPM";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";1,35639e+13;"KBAS COMERCIO DE PRODUTOS DE LIMPEZA EIRELI";"FRASCO 500,00 ML";4,51;500;0
"251";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160173;"MEX/31.BATALHAO DE INFANTARIA MOTORIZADO/PB";"Pregão";1,6017305000012e+21;"19 Jul 2018";2018;"Jul 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,54636e+13;"LUIZ ANDRE ALVES DE OLIVEIRA";"FRASCO 500,00 ML";4,51;660;0
"252";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160183;"72 BATALHAO DE INFANTARIA MOTORIZADO";"Pregão";1,6018305000062e+21;"17 Jul 2018";2018;"Jul 2018";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";244273;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL SANITIZANTE, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65%, ODOR:EUCALIPTO";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";2,54636e+13;"LUIZ ANDRE ALVES DE OLIVEIRA";"FRASCO 500,00 ML";4,52;2000;0
"253";25000;"MINISTERIO DA ECONOMIA";25000;"MINISTERIO DA ECONOMIA";170312;"DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP";"Pregão";1,7031205000082e+21;"11 Mar 2019";2019;"Mar 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,0205e+13;"MBR COMERCIO DE MATERIAIS LTDA";"FRASCO 500,00 ML";4,54;600;0
"254";14000;"JUSTICA ELEITORAL";14000;"JUSTICA ELEITORAL";70013;"TRIBUNAL REGIONAL ELEITORAL DA BAHIA";"Pregão";7,00130500036202e+20;"14 Mar 2019";2019;"Mar 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,56313e+13;"LUTAR DISTRIBUIDORA DE PRODUTOS DE LIMPEZA EIRELI";"FRASCO 500,00 ML";4,54;9000;0
